AFG;https://fr.wikipedia.org/wiki/Afghanistan;Afghanistan
AGO;https://fr.wikipedia.org/wiki/Angola;Angola
ALB;https://fr.wikipedia.org/wiki/Albanie;Albanie
AND;https://fr.wikipedia.org/wiki/Andorre;Andorre
ARE;https://fr.wikipedia.org/wiki/%C3%89mirats_arabes_unis;Émirats arabes unis
ARG;https://fr.wikipedia.org/wiki/Argentine;Argentine
ARM;https://fr.wikipedia.org/wiki/Arm%C3%A9nie;Arménie
ATG;https://fr.wikipedia.org/wiki/Antigua-et-Barbuda;Antigua-et-Barbuda
AUS;https://fr.wikipedia.org/wiki/Australie;Australie
AUT;https://fr.wikipedia.org/wiki/Autriche;Autriche
AZE;https://fr.wikipedia.org/wiki/Azerba%C3%AFdjan;Azerbaïdjan
BDI;https://fr.wikipedia.org/wiki/Burundi;Burundi
BEL;https://fr.wikipedia.org/wiki/Belgique;Belgique
BEN;https://fr.wikipedia.org/wiki/B%C3%A9nin;Bénin
BFA;https://fr.wikipedia.org/wiki/Burkina_Faso;Burkina Faso
BGD;https://fr.wikipedia.org/wiki/Bangladesh;Bangladesh
BGR;https://fr.wikipedia.org/wiki/Bulgarie;Bulgarie
BHR;https://fr.wikipedia.org/wiki/Bahre%C3%AFn;Bahreïn
BHS;https://fr.wikipedia.org/wiki/Bahamas;Bahamas
BIH;https://fr.wikipedia.org/wiki/Bosnie-Herz%C3%A9govine;Bosnie-Herzégovine
BLR;https://fr.wikipedia.org/wiki/Bi%C3%A9lorussie;Biélorussie
BLZ;https://fr.wikipedia.org/wiki/Belize;Belize
BOL;https://fr.wikipedia.org/wiki/Bolivie;Bolivie
BRA;https://fr.wikipedia.org/wiki/Br%C3%A9sil;Brésil
BRB;https://fr.wikipedia.org/wiki/Barbade;Barbade
BRN;https://fr.wikipedia.org/wiki/Brunei;Brunei
BTN;https://fr.wikipedia.org/wiki/Bhoutan;Bhoutan
BWA;https://fr.wikipedia.org/wiki/Botswana;Botswana
CAF;https://fr.wikipedia.org/wiki/R%C3%A9publique_centrafricaine;République centrafricaine
CAN;https://fr.wikipedia.org/wiki/Canada;Canada
CHE;https://fr.wikipedia.org/wiki/Suisse;Suisse
CHL;https://fr.wikipedia.org/wiki/Chili;Chili
CHN;https://fr.wikipedia.org/wiki/Chine;Chine
CIV;https://fr.wikipedia.org/wiki/C%C3%B4te_d%27Ivoire;Côte d'Ivoire
CMR;https://fr.wikipedia.org/wiki/Cameroun;Cameroun
COD;https://fr.wikipedia.org/wiki/R%C3%A9publique_d%C3%A9mocratique_du_Congo;République démocratique du Congo
COG;https://fr.wikipedia.org/wiki/R%C3%A9publique_du_Congo;République du Congo
COL;https://fr.wikipedia.org/wiki/Colombie;Colombie
COM;https://fr.wikipedia.org/wiki/Comores_(pays);Comores
CPV;https://fr.wikipedia.org/wiki/Cap-Vert;Cap-Vert
CRI;https://fr.wikipedia.org/wiki/Costa_Rica;Costa Rica
CUB;https://fr.wikipedia.org/wiki/Cuba;Cuba
CYP;https://fr.wikipedia.org/wiki/Chypre_(pays);Chypre
CZE;https://fr.wikipedia.org/wiki/R%C3%A9publique_tch%C3%A8que;République tchèque
DEU;https://fr.wikipedia.org/wiki/Allemagne;Allemagne
DJI;https://fr.wikipedia.org/wiki/Djibouti;Djibouti
DMA;https://fr.wikipedia.org/wiki/Dominique_(pays);Dominique
DNK;https://fr.wikipedia.org/wiki/Danemark;Danemark
DOM;https://fr.wikipedia.org/wiki/R%C3%A9publique_dominicaine;République dominicaine
DZA;https://fr.wikipedia.org/wiki/Alg%C3%A9rie;Algérie
ECU;https://fr.wikipedia.org/wiki/%C3%89quateur_(pays);Équateur
EGY;https://fr.wikipedia.org/wiki/%C3%89gypte;Égypte
ERI;https://fr.wikipedia.org/wiki/%C3%89rythr%C3%A9e;Érythrée
ESP;https://fr.wikipedia.org/wiki/Espagne;Espagne
EST;https://fr.wikipedia.org/wiki/Estonie;Estonie
ETH;https://fr.wikipedia.org/wiki/%C3%89thiopie;Éthiopie
FIN;https://fr.wikipedia.org/wiki/Finlande;Finlande
FJI;https://fr.wikipedia.org/wiki/Fidji;Fidji
FRA;https://fr.wikipedia.org/wiki/France;France
FSM;https://fr.wikipedia.org/wiki/%C3%89tats_f%C3%A9d%C3%A9r%C3%A9s_de_Micron%C3%A9sie;Micronésie
FYR;https://fr.wikipedia.org/wiki/Mac%C3%A9doine_(pays);Macédoine
GAB;https://fr.wikipedia.org/wiki/Gabon;Gabon
GBR;https://fr.wikipedia.org/wiki/Royaume-Uni;Grande-Bretagne
GEO;https://fr.wikipedia.org/wiki/G%C3%A9orgie_(pays);Géorgie
GHA;https://fr.wikipedia.org/wiki/Ghana;Ghana
GIN;https://fr.wikipedia.org/wiki/Guin%C3%A9e;Guinée
GMB;https://fr.wikipedia.org/wiki/Gambie;Gambie
GNB;https://fr.wikipedia.org/wiki/Guin%C3%A9e-Bissau;Guinée-Bissau
GNQ;https://fr.wikipedia.org/wiki/Guin%C3%A9e_%C3%A9quatoriale;Guinée équatoriale
GRC;https://fr.wikipedia.org/wiki/Gr%C3%A8ce;Grèce
GRD;https://fr.wikipedia.org/wiki/Grenade_(pays);Grenade
GTM;https://fr.wikipedia.org/wiki/Guatemala;Guatemala
GUY;https://fr.wikipedia.org/wiki/Guyana;Guyana
HND;https://fr.wikipedia.org/wiki/Honduras;Honduras
HRV;https://fr.wikipedia.org/wiki/Croatie;Croatie
HTI;https://fr.wikipedia.org/wiki/Ha%C3%AFti;Haïti
HUN;https://fr.wikipedia.org/wiki/Hongrie;Hongrie
IDN;https://fr.wikipedia.org/wiki/Indon%C3%A9sie;Indonésie
IND;https://fr.wikipedia.org/wiki/Inde;Inde
IRL;https://fr.wikipedia.org/wiki/Irlande_(pays);Irlande
IRN;https://fr.wikipedia.org/wiki/Iran;Iran
IRQ;https://fr.wikipedia.org/wiki/Irak;Irak
ISL;https://fr.wikipedia.org/wiki/Islande;Islande
ISR;https://fr.wikipedia.org/wiki/Isra%C3%ABl;Israël
ITA;https://fr.wikipedia.org/wiki/Italie;Italie
JAM;https://fr.wikipedia.org/wiki/Jama%C3%AFque;Jamaïque
JOR;https://fr.wikipedia.org/wiki/Jordanie;Jordanie
JPN;https://fr.wikipedia.org/wiki/Japon;Japon
KAZ;https://fr.wikipedia.org/wiki/Kazakhstan;Kazakhstan
KEN;https://fr.wikipedia.org/wiki/Kenya;Kenya
KGZ;https://fr.wikipedia.org/wiki/Kirghizistan;Kirghizistan
KHM;https://fr.wikipedia.org/wiki/Cambodge;Cambodge
KIR;https://fr.wikipedia.org/wiki/Kiribati;Kiribati
KNA;https://fr.wikipedia.org/wiki/Saint-Christophe-et-Ni%C3%A9v%C3%A8s;Saint-Christophe-et-Niévès
KOR;https://fr.wikipedia.org/wiki/Cor%C3%A9e_du_Sud;Corée du Sud
KWT;https://fr.wikipedia.org/wiki/Kowe%C3%AFt;Koweït
LAO;https://fr.wikipedia.org/wiki/Laos;Laos
LBN;https://fr.wikipedia.org/wiki/Liban;Liban
LBR;https://fr.wikipedia.org/wiki/Liberia;Liberia
LBY;https://fr.wikipedia.org/wiki/Libye;Libye
LCA;https://fr.wikipedia.org/wiki/Sainte-Lucie;Sainte-Lucie
LIE;https://fr.wikipedia.org/wiki/Liechtenstein;Liechtenstein
LKA;https://fr.wikipedia.org/wiki/Sri_Lanka;Sri Lanka
LSO;https://fr.wikipedia.org/wiki/Lesotho;Lesotho
LTU;https://fr.wikipedia.org/wiki/Lituanie;Lituanie
LUX;https://fr.wikipedia.org/wiki/Luxembourg_(pays);Luxembourg
LVA;https://fr.wikipedia.org/wiki/Lettonie;Lettonie
MAR;https://fr.wikipedia.org/wiki/Maroc;Maroc
MCO;https://fr.wikipedia.org/wiki/Monaco;Monaco
MDA;https://fr.wikipedia.org/wiki/Moldavie;République de Moldavie
MDG;https://fr.wikipedia.org/wiki/Madagascar;Madagascar
MDV;https://fr.wikipedia.org/wiki/Maldives;Maldives
MEX;https://fr.wikipedia.org/wiki/Mexique;Mexique
MHL;https://fr.wikipedia.org/wiki/%C3%8Eles_Marshall;Îles Marshall
MLI;https://fr.wikipedia.org/wiki/Mali;Mali
MLT;https://fr.wikipedia.org/wiki/Malte;Malte
MMR;https://fr.wikipedia.org/wiki/Birmanie;Birmanie
MNG;https://fr.wikipedia.org/wiki/Mongolie;Mongolie
MNP;https://fr.wikipedia.org/wiki/%C3%8Eles_Mariannes_du_Nord;Îles Mariannes du Nord
MOZ;https://fr.wikipedia.org/wiki/Mozambique;Mozambique
MRT;https://fr.wikipedia.org/wiki/Mauritanie;Mauritanie
MUS;https://fr.wikipedia.org/wiki/Maurice_(pays);Maurice
MWI;https://fr.wikipedia.org/wiki/Malawi;Malawi
MYS;https://fr.wikipedia.org/wiki/Malaisie;Malaisie
NAM;https://fr.wikipedia.org/wiki/Namibie;Namibie
NER;https://fr.wikipedia.org/wiki/Niger;Niger
NGA;https://fr.wikipedia.org/wiki/Nigeria;Nigeria
NIC;https://fr.wikipedia.org/wiki/Nicaragua;Nicaragua
NLD;https://fr.wikipedia.org/wiki/Pays-Bas;Pays-Bas
NOR;https://fr.wikipedia.org/wiki/Norv%C3%A8ge;Norvège
NPL;https://fr.wikipedia.org/wiki/N%C3%A9pal;Népal
NRU;https://fr.wikipedia.org/wiki/Nauru;Nauru
NZL;https://fr.wikipedia.org/wiki/Nouvelle-Z%C3%A9lande;Nouvelle-Zélande
OMN;https://fr.wikipedia.org/wiki/Oman;Oman
PAK;https://fr.wikipedia.org/wiki/Pakistan;Pakistan
PAN;https://fr.wikipedia.org/wiki/Panama;Panama
PER;https://fr.wikipedia.org/wiki/P%C3%A9rou;Pérou
PHL;https://fr.wikipedia.org/wiki/Philippines;Philippines
PLW;https://fr.wikipedia.org/wiki/Palaos;Palaos
PNG;https://fr.wikipedia.org/wiki/Papouasie-Nouvelle-Guin%C3%A9e;Papouasie-Nouvelle-Guinée
POL;https://fr.wikipedia.org/wiki/Pologne;Pologne
PRI;https://fr.wikipedia.org/wiki/Porto_Rico;Porto Rico
PRK;https://fr.wikipedia.org/wiki/Cor%C3%A9e_du_Nord;Corée du Nord
PRT;https://fr.wikipedia.org/wiki/Portugal;Portugal
PRY;https://fr.wikipedia.org/wiki/Paraguay;Paraguay
QAT;https://fr.wikipedia.org/wiki/Qatar;Qatar
ROU;https://fr.wikipedia.org/wiki/Roumanie;Roumanie
RUS;https://fr.wikipedia.org/wiki/Russie;Russie
RWA;https://fr.wikipedia.org/wiki/Rwanda;Rwanda
SAU;https://fr.wikipedia.org/wiki/Arabie_saoudite;Arabie saoudite
SDN;https://fr.wikipedia.org/wiki/Soudan;Soudan
SEN;https://fr.wikipedia.org/wiki/S%C3%A9n%C3%A9gal;Sénégal
SGP;https://fr.wikipedia.org/wiki/Singapour;Singapour
SLB;https://fr.wikipedia.org/wiki/%C3%8Eles_Salomon_(%C3%89tat);Salomon
SLE;https://fr.wikipedia.org/wiki/Sierra_Leone;Sierra Leone
SLV;https://fr.wikipedia.org/wiki/Salvador;Salvador
SMR;https://fr.wikipedia.org/wiki/Saint-Marin;Saint-Marin
SOM;https://fr.wikipedia.org/wiki/Somalie;Somalie
SRB;https://fr.wikipedia.org/wiki/Serbie;République de Serbie
STP;https://fr.wikipedia.org/wiki/Sao_Tom%C3%A9-et-Principe;Sao Tomé-et-Principe
SUR;https://fr.wikipedia.org/wiki/Suriname;Suriname
SVK;https://fr.wikipedia.org/wiki/Slovaquie;Slovaquie
SVN;https://fr.wikipedia.org/wiki/Slov%C3%A9nie;Slovénie
SWE;https://fr.wikipedia.org/wiki/Su%C3%A8de;Suède
SWZ;https://fr.wikipedia.org/wiki/Swaziland;Swaziland
SYC;https://fr.wikipedia.org/wiki/Seychelles;Seychelles
SYR;https://fr.wikipedia.org/wiki/Syrie;Syrie
TCD;https://fr.wikipedia.org/wiki/Tchad;Tchad
TGO;https://fr.wikipedia.org/wiki/Togo;Togo
THA;https://fr.wikipedia.org/wiki/Tha%C3%AFlande;Thaïlande
TJK;https://fr.wikipedia.org/wiki/Tadjikistan;Tadjikistan
TKM;https://fr.wikipedia.org/wiki/Turkm%C3%A9nistan;Turkménistan
TLS;https://fr.wikipedia.org/wiki/Timor_oriental;Timor oriental
TON;https://fr.wikipedia.org/wiki/Tonga;Tonga
TTO;https://fr.wikipedia.org/wiki/Trinit%C3%A9-et-Tobago;Trinité-et-Tobago
TUN;https://fr.wikipedia.org/wiki/Tunisie;Tunisie
TUR;https://fr.wikipedia.org/wiki/Turquie;Turquie
TUV;https://fr.wikipedia.org/wiki/Tuvalu;Tuvalu
TWN;https://fr.wikipedia.org/wiki/Ta%C3%AFwan;Taïwan
TZN;https://fr.wikipedia.org/wiki/Tanzanie;Tanzanie
UGA;https://fr.wikipedia.org/wiki/Ouganda;Ouganda
UKR;https://fr.wikipedia.org/wiki/Ukraine;Ukraine
URY;https://fr.wikipedia.org/wiki/Uruguay;Uruguay
USA;https://fr.wikipedia.org/wiki/%C3%89tats-Unis;États-Unis
UZB;https://fr.wikipedia.org/wiki/Ouzb%C3%A9kistan;Ouzbékistan
VAT;https://fr.wikipedia.org/wiki/Vatican;Vatican
VCT;https://fr.wikipedia.org/wiki/Saint-Vincent-et-les-Grenadines;Saint-Vincent-et-les-Grenadines
VEN;https://fr.wikipedia.org/wiki/Venezuela;Venezuela
VNM;https://fr.wikipedia.org/wiki/Vi%C3%AAt_Nam;Viêt Nam
VUT;https://fr.wikipedia.org/wiki/Vanuatu;Vanuatu
WSM;https://fr.wikipedia.org/wiki/Samoa;Samoa
YEM;https://fr.wikipedia.org/wiki/Y%C3%A9men;Yémen
ZAF;https://fr.wikipedia.org/wiki/Afrique_du_Sud;Afrique du Sud
ZMB;https://fr.wikipedia.org/wiki/Zambie;Zambie
ZWE;https://fr.wikipedia.org/wiki/Zimbabwe;Zimbabwe